id,price
0,2902.6086
1,5639.458
2,9083.439
3,4026.7627
4,1623.3302
5,6105.6797
6,4813.5923
7,4327.568
8,5310.434
9,15389.086
10,4504.499
11,765.13403
12,2995.09
13,1602.9054
14,2503.2354
15,1136.604
16,1541.73
17,3974.3743
18,4051.2449
19,876.668
20,2108.2725
21,5146.6694
22,4234.845
23,635.3603
24,16817.646
25,1129.7578
26,609.49567
27,1029.7955
28,1600.3032
29,852.139
30,10452.279
31,547.1724
32,4133.2563
33,701.01337
34,694.5388
35,2442.5127
36,6695.1426
37,2653.6038
38,2848.459
39,716.1845
40,524.21686
41,9003.158
42,857.2778
43,1681.3481
44,10298.001
45,2498.324
46,991.25867
47,812.71783
48,1192.2687
49,2877.6536
50,682.5998
51,4615.8228
52,2910.3262
53,7209.6016
54,5510.1157
55,2121.7637
56,9210.551
57,2387.6003
58,4401.943
59,2830.0122
60,1230.5066
61,544.122
62,6876.852
63,1107.128
64,8870.468
65,17336.992
66,889.8828
67,11712.293
68,5297.5513
69,9389.906
70,453.85837
71,673.9581
72,822.1104
73,1300.158
74,5262.7227
75,1874.9442
76,8648.81
77,14483.638
78,2810.478
79,6510.1685
80,11147.213
81,2024.123
82,14783.235
83,6690.952
84,886.8425
85,7350.4595
86,1003.27014
87,12315.476
88,8531.368
89,14724.685
90,5021.399
91,1338.3259
92,995.38947
93,874.6734
94,16186.985
95,522.94806
96,14529.89
97,14687.061
98,12307.105
99,695.3782
100,2483.8008
101,724.4933
102,641.83997
103,453.11618
104,1105.3994
105,1697.5696
106,1381.4725
107,759.10144
108,1076.7118
109,709.7161
110,612.463
111,1065.8937
112,1836.1987
113,1686.979
114,1554.4879
115,5151.4336
116,5130.083
117,15816.815
118,471.4968
119,16679.426
120,1366.399
121,1636.484
122,1089.6344
123,560.8092
124,695.0142
125,1312.7152
126,1132.1593
127,13176.049
128,5619.5854
129,5122.1714
130,6377.43
131,3138.9714
132,6778.603
133,1039.2466
134,3380.6335
135,1064.9188
136,622.22424
137,7094.7344
138,578.0094
139,4332.839
140,887.42566
141,898.2718
142,3406.9456
143,4212.4004
144,728.51086
145,6224.062
146,16435.064
147,5096.048
148,2606.9355
149,1890.5764
150,2509.643
151,1727.0509
152,12478.044
153,2804.4507
154,603.584
155,14428.297
156,3622.3528
157,2928.0183
158,3909.8298
159,926.9675
160,7668.6543
161,10182.559
162,704.0127
163,647.1296
164,5328.3896
165,11369.904
166,3155.4001
167,4401.602
168,3386.4092
169,10692.543
170,742.9536
171,1632.094
172,4715.8677
